ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Qualidade dos dados georreferenciados;Código WDPA;Data da publicação no CNUC;Data da última certificação dos dados pelo Órgão Gestor
1.112;0000.00.1112;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO MIRA-SERRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1997;1997;Portaria 124/97-N de 27/10/1997;Sem informação.;SÃO FRANCISCO DE PAULA (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;17;17;18;;0;0;0;17;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682500;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.113;0000.00.1113;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR PROFESSOR DELMAR HARRY DOS REIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 47/99-N de 20/05/1999;Sem informação.;VIAMÃO (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;10;10;10;;0;0;0;0;10;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682469;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.114;0000.00.1114;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAPUCAIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;2002;Portaria 52 de 18/04/2002;Sem informação.;MARAÚ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;18;18;19;;0;0;0;18;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682461;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.115;0000.00.1115;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  FAZENDA CURUPIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 28/99-N de 11/03/1999;Sem informação.;PEDRO OSÓRIO (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;99;99;100;;0;0;0;0;99;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682478;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.116;0000.00.1116;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CANELEIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1996;1996;Portaria 51/96-N de 17/06/1996;Sem informação.;DOM PEDRITO (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;44;44;45;;0;0;0;0;44;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682465;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.117;0000.00.1117;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BRANQUILHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1996;1996;Portaria 49-N de 17/06/1996;Sem informação.;DOM PEDRITO (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;13;13;13;;0;0;0;0;13;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682464;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.118;0000.00.1118;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS MANANCIAIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2000;2000;Portaria 65/2000 de 17/10/2000;Sem informação.: Sem informação.;DOM PEDRITO (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;11;11;11;;0;0;0;0;11;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682468;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.119;0000.00.1119;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DAS PALMAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2001;2001;Portaria 20 de 01/03/2001;Sem informação.: Sem informação.;ENCRUZILHADA DO SUL (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;158;158;160;;0;0;0;0;158;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682474;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.120;0000.00.1120;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIANA PIMENTEL;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 6 de 01/02/1999;Sem informação.;MARIANA PIMENTEL (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;45;45;46;;0;0;0;0;45;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682476;26/08/2011 16:00:35;sexta-feira, 26 de agosto de 2011
1.121;0000.00.1121;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTAL DA BARRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 80-N de 22/09/1999;Sem informação.;PELOTAS (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;65;65;65;;0;0;0;0;65;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682832;26/08/2011 16:01:37;sexta-feira, 26 de agosto de 2011
1.122;0000.00.1122;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHACARA SANANDUVA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 38/99-N de 16/04/1999;Sem informação.;VIAMÃO (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3;3;3;;0;0;0;0;3;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682470;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.123;0000.00.1123;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE DE CANELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;1998;Portaria 118/98-N de 21/08/1998;Sem informação.;CANELA (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6;6;6;;0;0;0;6;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555600187;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.124;0000.00.1124;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA RITA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;1998;Portaria 167-N de 21/12/1998;Sem informação.;SANTA VITÓRIA DO PALMAR (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;336;336;340;;0;0;0;0;336;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682472;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.125;0000.00.1125;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FARROUPILHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2005;2005;Portaria 57/2005 de 22/08/2005;Sem informação.;VIAMÃO (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;10;10;10;;0;0;0;0;10;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555600257;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.126;0000.00.1126;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MINAS DO PAREDÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 94/99-N de 29/10/1999;Sem informação.;PIRATINI (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;15;15;15;;0;0;0;0;15;0;0;Pampa;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682475;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.127;0000.00.1127;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TUPAQUIRI;Federal;Reserva Particular do Patrimônio Natural;Category IV;RR;2001;2001;Portaria 29/01 de 02/03/2001;Sem informação.;BOA VISTA (RR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;883;883;883;;883;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682839;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.129;0000.00.1129;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MANI;Federal;Reserva Particular do Patrimônio Natural;Category IV;RR;1991;1991;Portaria 87-N de 23/10/1991;Sem informação.;BOA VISTA (RR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;110;110;110;;110;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682840;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.130;0000.00.1130;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ANTAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RO;1999;1999;Portaria 61-N de 16/07/1999;Sem informação.: Sem informação.;TEIXEIRÓPOLIS (RO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;62;62;66;;62;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682812;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.131;0000.00.1131;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERINGAL ASSUNÇÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RO;1997;1997;Portaria 63 de 18/06/1997;Sem informação.;PORTO VELHO (RO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;590;590;623;;590;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682803;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.132;0000.00.1132;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE NATURAL LEONILDO FERREIRA 2;Federal;Reserva Particular do Patrimônio Natural;Category IV;RO;2001;2001;Portaria 175 de 21/11/2001;Sem informação.;PIMENTA BUENO (RO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;981;981;981;;981;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682802;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.133;0000.00.1133;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUA BOA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RO;2000;2000;Portaria 21 de 30/03/2000;Sem informação.;CACOAL (RO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;45;45;48;;45;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682564;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.134;0000.00.1134;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE NATURAL LEONILDO FERREIRA 1;Federal;Reserva Particular do Patrimônio Natural;Category IV;RO;2001;2001;Portaria 173 de 21/11/2001;Sem informação.;PIMENTA BUENO (RO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;995;995;995;;995;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682805;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.135;0000.00.1135;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA HELENA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;2000;2000;Portaria 76 de 30/10/2000;Sem informação.;CORUMBÁ (MS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4.183;4.183;4.295;;0;0;0;0;0;4.183;0;Pantanal;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Pantanal;Polígono é uma estimativa dos limites da UC;555682780;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.137;0000.00.1137;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ESTRELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2000;2000;Portaria 20 de 30/03/2000;Sem informação.;BAÍA FORMOSA (RN);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.039;2.039;2.040;;0;0;0;2.039;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555600093;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.138;0000.00.1138;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SALOBRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;1994;1994;Portaria 52-N de 20/05/1994;Sem informação.;JUCURUTU (RN);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;756;756;756;;0;756;0;0;0;0;0;Caatinga;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555600072;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.139;0000.00.1139;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO BENEDITO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2001;2001;Portaria 70 de 23/05/2001;Sem informação.;RIO CLARO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;143;143;144;;0;0;0;143;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682816;26/08/2011 16:00:36;sexta-feira, 26 de agosto de 2011
1.140;0000.00.1140;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO GERALDO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 39-N de 16/04/1999;Sem informação.;VALENÇA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;172;172;173;;0;0;0;172;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555759125;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.141;0000.00.1141;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SUSPIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 3- N de 01/02/1999;Sem informação.: Sem informação.;TERESÓPOLIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;18;18;18;;0;0;0;18;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555599979;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.142;0000.00.1142;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GLEBA O SAQUINHO DE ITAPIRAPUÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1998;1998;Portaria 3 de 20/01/1998;Sem informação.;ANGRA DOS REIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4;3;4;;0;0;0;3;0;0;1;Mata Atlântica;28,7%;Uso Sustentável;0;1;;1;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682619;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.143;0000.00.1143;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA IZABEL;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1996;1996;Portaria 05/96-N de 23/01/1996;Sem informação.;MANGARATIBA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;522;522;525;;0;0;0;522;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682613;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.144;0000.00.1144;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NOSSA SENHORA DAS GRAÇAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2002;2002;Portaria 171 de 26/12/2002;Sem informação.;RIO CLARO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;31;31;31;;0;0;0;31;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682611;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.145;0000.00.1145;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA AMARILIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1993;1993;Portaria 06-N de 02/02/1993;Sem informação.;PETRÓPOLIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;40;40;40;;0;0;0;40;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682795;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.146;0000.00.1146;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA METODISTA ANA GONZAGA - CEMAG;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 44-N de 13/05/1999;Sem informação.;RIO DE JANEIRO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;73;73;73;;0;0;0;73;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682617;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.147;0000.00.1147;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JORNALISTA ANTENOR NOVAES;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 29-N de 11/03/1999;Sem informação.;ENGENHEIRO PAULO DE FRONTIN (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;125;125;125;;0;0;0;125;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682616;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.148;0000.00.1148;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO GROSSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2001;2001;Portaria 72 de 23/05/2001;Sem informação.;SAQUAREMA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682609;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.149;0000.00.1149;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL QUERÊNCIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 05-N de 01/02/1999;Sem informação.;MAGÉ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;6;6;6;;0;0;0;6;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;Mata Atlântica Central Fluminense;;Polígono é uma representação esquemática da localização da UC;555682791;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.151;0000.00.1151;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2000;2000;Portaria 68 de 17/10/2000;Sem informação.;SILVA JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;343;343;343;;0;0;0;343;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;Mico-Leão-Dourado;;Polígono é uma representação esquemática da localização da UC;555682794;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.152;0000.00.1152;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LIMEIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1997;1997;Portaria 61-N de 10/06/1997;Sem informação.;PETRÓPOLIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;19;19;19;;0;0;0;19;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682793;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.153;0000.00.1153;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ANGABA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1992;1992;Portaria 41/92 de 07/04/1992;Sem informação.;ITAGUAÍ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682720;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.154;0000.00.1154;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GAVIÕES;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2001;2001;Portaria 69 de 21/05/2001;Sem informação.: Sem informação.;SILVA JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;117;117;117;;0;0;0;117;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682626;26/08/2011 16:00:37;sexta-feira, 26 de agosto de 2011
1.155;0000.00.1155;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CÓRREGO DA LUZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1993;1993;Portaria 16-N de 19/02/1993;Sem informação.;CASIMIRO DE ABREU (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;20;20;20;;0;0;0;20;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;;Polígono é uma representação esquemática da localização da UC;555682798;26/08/2011 16:00:38;sexta-feira, 26 de agosto de 2011
1.156;0000.00.1156;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 22 de 23/02/1999;Sem informação.;MANGARATIBA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;650;650;650;;0;0;0;650;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;;Polígono é uma representação esquemática da localização da UC;555715728;26/08/2011 16:00:38;sexta-feira, 26 de agosto de 2011
1.157;0000.00.1157;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOM RETIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1993;1993;Portaria 47-N de 15/04/1993;Sem informação.;SILVA JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;472;472;472;;0;0;0;472;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;Mico-Leão-Dourado;Mata Atlântica;Polígono corresponde ao memorial descritivo;555682799;26/08/2011 16:00:38;sexta-feira, 26 de agosto de 2011
1.158;0000.00.1158;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SESC TEPEQUÉM;Federal;Reserva Particular do Patrimônio Natural;Category IV;RR;2001;2001;Portaria 19 de 01/03/2001;Sem informação.;BOA VISTA (RR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;55;55;55;;55;0;0;0;0;0;0;Amazônia;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma representação esquemática da localização da UC;555682361;26/08/2011 16:00:38;quarta-feira, 20 de agosto de 2014
